text,label
user i need 2 of the bitches,1
i copped a uzi but i need some bullets for that bitch !,1
"user feel same way about new england patriots &amp new york yankees. but unlike u, i've worked in boston &amp nyc. texas prison is upgrade",0
"lame niggaz wait in line, wait for bitches, wait to create, wait for someone else to do shit for them.",1
user not to yall thou! yalll fucking glad bag trash,1
url leo get the fuck off of vine you fag,1
user : when i make the paper ball into the trash can url,0
"user ""fuck ur wcw...let me see wat ur current bitch look like."" oowe...",1
alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him. he's in the past,0
&lt -- nudes are trash,0
user : lame bitches always wanna try 2 play a real nigga like a lame bitch das how u get treated n cut loose&#9995,1
this niggga said i be branding bitches &#128569 &#128514 &#128514 &#128514 &#128514 &#128527,1
"pretty over this whole yankees thing, id rather lose in the alcs every year then live in detroit.. i miss the real steinbrenner #glorydays",0
user you're not funny trash,0
i have a feeling tonight will be trash.,0
wonder if they gon have em for the low on nigger friday....,1
peace my friend..only peace..i am not your enemy..dont say that word again..look at my facebook wall..one of my best friends ever was a moor,0
somebody please bring out of my hotel room and hire me for something real&gt i work hard for somebody throwing me in the trash. #iwantout,0
i hate a wishy washy bitch,1
user : i hate stereotypes. preconceived notions that black men are athletes or criminals.. black women are ghetto and confined to t&#8230,0
user : scott walker investigate. christie's bridgegate. perry's drunk monkey dem da-gate. all men innocent. all threats to left&#8230,0
long yellow.,0
"user : nigga when from "" can i get a hug"" to ""i got hoes b "" url",1
imessage so trash,0
user : slow rap voice that bitch can suck my dick faster rapping voice that bitch can suck my dick,1
user chink thats better then having the rug rats running around yah crib girl enjoy life lol,0
user my pops is from new york. my family is yankee obsessed. my sister literally cried when she heard he was gonna,0
going to california today for some analyzer training. going into dick whitman mode. wish i had a tan colored suit to wear for the flight.,0
user i heard green tea makes you lose weight.... and imma coon so that explains the watermelon,0
"user : i have absolutely no ""hoes""",1
user : i accidentally ate a few fireflies last night while chewing some leaves i found. the shameful yellow glow of my mouth wa&#8230,0
lmao trifling ass bitch!,1
"user i know, bitches. let's do something this weekend. let's bake!",1
x x user : fat bitches with normal sized legs be looking like car keys.,1
user say dat shit again user : bad bitches hate broke niggaz. but you knew that already..,1
user when hollywood underwood took his shioff and started screaming in the dark hah like a horror movie with the nips!,0
"""i dont even need a picture of tamar, that bitch is beat in every picture""&#128514 &#128557 &#128514 &#128514 &#128514",1
any solution to zog which doesn't deal with demographics - only laws - is no solution. #northwestimperative url,0
i'm in my bed like half asleep and stuff. but i really want that oreo coffee coolatta.,0
i love liv when she gets ghetto,0
"from jihadi streams: rutba, anbar province, #iraq url",0
user green bananas are better then yellow ones too.,0
user we hate them more than the cowboys and yankees.,0
user stop being a pussy.,1
i got my eyes on this red bone,0
user i've been knowing fag,1
user pepe because his defending was outstanding! his tackles were accurate nd he did hos job perfectly in both legs!,0
lil wayne has fucked every bad bitch in the game,1
that 'ouija' movie look like trash,0
kae &amp chris coming for yall bitches as a couple &#10084 &#65039 &#128076,1
user you're a bitch,1
user : user user the only thing that cunt talked about was me crying about the traffic jam. knows nothing abou&#8230,1
""" user : tweety bird tho &#128514 &#128514 &#128514 &#128514 url",0
my lil cool ass bitch she from northside &#128525 &#128175 &#128184 &#128079 &#128081 &#128581 &#128079 &#128540 &#128176 &#128525 &#128525 url,1
user user you inferred he tried to ho to nam. he did not. he dodged it. he is no great leader.,0
user i love you hoe!! hahahhaa &#128536 &#128536 &#128536 &#128536 &#128536 #uglyass,1
user user well that's some cracker jack secret service work there. jfk anyone?,0
finally got an updated pic with angel wing colored url,0
dope in the bag pretty bitch on the side,1
"u know u watch too much gay porn when u refer to boy butts as ""man ass"" or ""boy pussy"" bc me in my head 24/7",1
playing with my money is like playing with my emotions niggas don't believe i guess we going to find out then hoe ass niggas,1
user the slopes aren't for us bro hahaha,0
got chunky marmalade today of a greatful customer for my service over the past 2 yrs #postietweet #servicematters url,0
user lmao girlllaaaa i don't like em chunky anymore.&#128514 &#128514 &#128514 &#128514 &#128567,0
&#8220 user : i like how user thinks i'm talking to hoes..hell nah! lol&#8221 my bad i forgot you ain't got hoes like vdawg do,1
user user i like that your room isn't a big sloppy mess like most of these twitter hoes,1
exposed: jihadi kidnap and murder handbook... and plan to infiltrate british army and police url via user,0
user : you bitches with a cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,1
that was a solid investment of 15 mins. cue up frank. yankees. wow.,0
big black bitches out here arguing,1
"user : don't curve the man today, in whom you may need to eat your pussy tomorrow",1
i rescued a baby bird &#128035 url,0
user i'm not delivering to that bitch boy anymore.,1
"because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean",0
"sometimes, even i gotta tell these hoes to grow up smh",0
"that was me trying to be ""mature"" about the subject. what kind of fucking pussies are you to bitch about a satirical tweet against asians?",1
user user user user the nerve of these hoes,1
user : bitches would cheat on a nigga that give her everything she ask for and be loyal to shawty smh bitches ain't shit,1
user user user user i just noticed you guys called me a jiggaboo,0
user : us ghettos-driven by liberal ideology forged by unions &amp bankrupted by self-serving dems catering 2parasites! #tcot url,0
user : the paranoid fear of sharia on the right boils down to: christian fundamentalists should be the sole oppressors and persecu ...,0
user : wake up you dumb son of a bitch,1
nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck &#128514 &#128514 &#128514 #fucknigga,1
rescue elephant calf &#8216 nunai&#8217 looking fuzzy at the international fund for animal welfare rehabilitati url,0
user i eat dat chicken out your love box baby. lovin a white woman while eatin chicken. a colored mans dream,0
"user whoa easy amy, don't slag the canucks too much with such a generalization",0
user certainlt not the paddies,0
if train officers that are wearing body armor stand back to watch the smoke clear. why does every gun ho wanna be... url,0
user : 500 years of racism and they think nigger hurts my feelings lol. white people are funny.,1
we can't trust these hoes fam url,1
i can't take you serious if you wear colored contacts.,0
user : look at this faggot url,1
user : some birds aren't meant to be caged,0
"user : victory! #yankees outlast a's, 10-9 in 14 innings. eduardo nunez the hero, and oh yeah, first place still resides in the bronx.",0
user bout to be in ike a couple hours,0
"user lol avila... it's simple, but i live in a pretty redneck area.. so it never gets pronounced correctly",1
"oops, i just had a freudian slit.",0
user user mickey mouse ears hat....and tail for that matter.,0
"user : i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230",0
wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that url,1
"user : &#8220 user : well, there's ""crazy bitch"", and there's ""you can look for that motherfucker's corpse, but you won't find&#8230",1
user wyd fag,1
bitches be hating &#128514 &#128557,1
"if you are descended from anything less than european nobility and/or royalty, then you are non-titled common gutter trash.",0
"user if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. thank u for the privilege to let fags live.",1
i cheated on 10 of the bitches i had tf lol nobody even wanted to be all committed and shit,1
user : user retweets the most random shit just cause a bad bitch tweeted it &#128514,1
user happy birthday you dirty little bird &#128520 tear it up &#127867 &#127881 &#127880,0
"snow day bitches, lyrics gettin done n bud getting smoked #snowday2014",1
user : the way this niggah just flinched at this movie was #priceless user,1
about to be 23. officially an old ass bitch,1
user : ayee ayee it's my snow niqqa &amp &amp it's for my bitches to slide to my crib,1
i have no clothes that make me look like a redneck but i tried my best &#128514,0
i remember them bitches lmaoo,1
user get this nigguh of this streets,1
"i used to get grs a lot, tho. maybe that's why my soles cracked so much... url",0
user fight or nah dumb bitch &#128530,1
user : &#8220 user : next person i see tweeting that bitch shitting on herself im unfollowing you&#8221,1
#portlandia #putabirdonit user : the xbox one would be so much cooler if they put a bird on it,0
#yankees if royals have a fire sale. i want the whole team!! leave gardner and tanaka. the rest can please go. along with joe and cash.,0
user : when bitches talk about their bf 24/7 url,1
nobody on planet earth more protective than bull dykes,1
my hoes trippin lol,1
wtf i'mma do about my legs charlie murphy...,0
user : just eating animal crackers in sacrament! #17andlovinit,0
"foley abduction linked to british jihadi kidnapping ring url via user , user",0
this is why nothing gets done. morons like coburn trying 2 ad a gun amendment 2 a public works bill. push back on the #teabagger #morningjoe,0
user : if u acted like a hoe after we broke up i'm not wrong for thinking u were a hoe all along,0
user user puppets like don will intentionally and forever cripple our people's ability to unify a eco and political consensus,0
"user : big dreams, cause that small goal shit is for the birds.",1
user : wow such banana so potassium much yellow url,0
&#9733 @&#9733 @&#9733 @&#9733 @&#9733 grand opening ! &#9733 @&#9733 @&#9733 @&#9733 @&#9733 top class &#9733 oriental massage &#9733 perfect !&#9733 / url,0
got my bitch in her whip coming to pick me up,1
user i gots to be bein colored and all,0
99 percent of the trash we dump in the sea is missing. this is not a good thing &#8594 url url,0
user : user looked like princess bella in that yellow dress&#128120 &#128120,0
user : everybody turning into assholes this year. look what you&#8217 ve bitches have done to us.,1
user : mass. gop gov.-elect charlie baker: no driver's licenses for illegal aliens &gt url #noamnesty,0
just remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.,1
user user ..............&#128530,0
"user : no officer i wasn't drunk driving, i was swerving on them hoes.",1
user : one who can't keep his bitch user what kind of man can't parallel park?,1
i was in love with charlie &#128553,0
"user : berto couldn't ko this dude who wanted to get ko'd&#8230 berto's trash, upsher's trash, that fight was trash. #bronertaylor #boxing",0
"user nice lie #teabagger. just because you want to see it doesn't make it real. like reagan was a conservative, another huge lie",0
how the hell was david murphy's hit not a home run?! clearly over the yellow line. user another umpire mess up.... smh,0
"user : ""deme gallo pinto con carne asadita, madurito..y...una milca, amor""",0
"user : 6000 people/day now being deported from warsaw ghetto, packed into cattle cars for rail trip to treblinka death camp. htt&#8230",0
waits for fanduel to hit me with the jig,0
early bird gets the worm.... #gogetit,0
&#8220 user 10 under in miami is a keeper&#8221 not hard to find them hoes just like to brain wrestle,1
fine i'll settle for an oreo milkshake,0
user bitches need guidance. lol,1
been a long december hasn't it? counting crows :,0
shy singer surprises and melts simons heart: url this was so damn beautiful! i almost cried!!,0
"user : in hopes of recruiting more women, isis opens jihadi finishing school url user user url",0
user whoooo?? lemme find out a bitch run u haha,1
"user as in, ""throw birds with long pointy beaks at you""?",0
"chops user does bird call, flaps hands",0
